Player,year_born,Cluster 1,VORP 1,WS 1,Cluster 2,VORP 2,WS 2,Cluster 3,VORP 3,WS 3,Cluster 4,VORP 4,WS 4,Cluster 5,VORP 5,WS 5,Cluster 6,VORP 6,WS 6,Cluster 7,VORP 7,WS 7,Cluster 8,VORP 8,WS 8,Cluster 9,VORP 9,WS 9,Cluster 10,VORP 10,WS 10,Cluster 11,VORP 11,WS 11,Cluster 12,VORP 12,WS 12,Cluster 13,VORP 13,WS 13,Cluster 14,VORP 14,WS 14,Cluster 15,VORP 15,WS 15,Cluster 16,VORP 16,WS 16,Cluster 17,VORP 17,WS 17,Cluster 18,VORP 18,WS 18,Cluster 19,VORP 19,WS 19,Cluster 20,VORP 20,WS 20,Cluster 21,VORP 21,WS 21
Brandon Bass,1985,3,-0.4,0.1,3,-0.3,0.0,4,0.4,4.3,4,-0.1,4.1,0,0.2,2.0,4,0.7,6.3,4,0.4,4.7,4,0.4,4.7,4,0.5,5.1,4,0.7,5.3,4,1.0,4.1,0,0.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad McCants,1984,5,-0.3,1.6,7,-0.3,-0.3,2,0.5,1.7,5,-0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerryd Bayless,1988,7,-0.6,0.3,8,-0.2,2.7,8,0.0,1.6,5,0.6,2.0,8,0.8,4.0,8,0.1,2.4,8,-0.3,2.4,5,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamed Haddadi,1985,0,0.1,0.4,3,-0.2,0.0,0,0.0,0.6,0,0.1,0.6,0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Liggins,1988,7,-0.1,0.0,7,0.1,0.6,,,,,,,,,,7,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker Russell,1982,7,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Hansbrough,1987,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Buycks,1989,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Hezonja,1995,5,-0.3,0.9,5,-0.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Johnson,1996,2,-0.2,0.6,5,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Armstrong,1968,,,,,,,,,,,,,,,,,,,,,,,,,8,1.9,4.9,8,2.2,5.3,7,0.1,0.8,7,-0.1,0.0,8.0,1.0,3.2,7.0,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,
Speedy Claxton,1978,,,,7,0.2,1.2,8,1.2,4.2,8,0.7,3.7,8,1.0,3.0,7,-0.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juaquin Hawkins,1973,7,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie House,1978,,,,,,,7,-0.1,0.7,8,0.0,0.7,5,0.2,1.8,2,-0.1,1.6,5,0.0,1.9,5,1.1,3.9,2,1.5,4.9,5,-0.4,1.1,5,0.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Jaric,1978,8,0.9,1.9,8,0.6,1.5,8,1.1,2.8,8,0.9,2.3,8,0.5,1.5,8,0.8,2.4,7,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amal McCaskill,1973,,,,,,,,,,,,,,,,,,,3,0.0,0.0,3,-0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Rice,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.4,3.3,3.0,-0.2,-0.1,,,,,,,,,,,,,,,,,,
Patrick O'Bryant,1986,3,-0.1,0.0,0,0.0,0.2,0,-0.1,0.3,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Almond,1985,,,,3,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Anthony,1982,0,-0.2,0.6,0,0.6,1.7,0,0.8,3.1,0,1.1,3.3,0,0.9,3.4,0,0.2,1.2,3,-0.1,0.2,0,0.3,1.2,0,0.1,0.4,0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Giddens,1985,,,,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omri Casspi,1988,2,-0.1,2.5,5,0.3,2.5,5,-0.1,1.2,5,0.0,0.7,5,0.4,2.4,5,0.3,2.7,2,0.8,3.6,5,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Len,1993,3,-0.4,0.2,4,0.4,3.4,4,-0.7,1.3,4,0.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denzel Valentine,1993,5,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Zimmerman,1996,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damone Brown,1979,,,,,,,,,,3,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Eschmeyer,1975,,,,,,,,,,3,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milt Palacio,1978,,,,,,,,,,8,-1.1,0.2,7,-1.3,-0.5,8,-0.8,1.7,8,-1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaly Potapenko,1975,,,,,,,,,,,,,,,,,,,3,-0.5,0.2,4,-0.6,1.1,0,0.0,1.0,0,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Terry,1977,,,,,,,,,,1,2.6,7.4,1,2.2,5.1,8,3.0,8.5,1,3.5,9.6,1,4.1,10.8,2,3.1,8.6,1,2.8,7.3,2,1.8,6.5,1,1.7,5.3,2.0,1.5,3.8,2.0,0.7,4.0,7.0,-0.3,0.2,5.0,0.7,3.6,5.0,-0.3,1.5,5.0,0.3,2.1,,,,,,,,,
Ronald Dupree,1981,7,-0.4,0.5,0,-0.1,1.0,0,-0.1,0.3,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Overton,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-1.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bynum,1987,3,-0.3,0.1,4,0.7,4.2,4,1.6,4.8,4,1.4,5.5,6,1.7,7.8,4,2.0,6.6,6,2.0,8.0,,,,0,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Hite,1984,7,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greivis Vasquez,1987,7,-0.6,0.5,8,0.2,2.3,1,1.4,3.8,8,0.3,3.6,2,0.4,2.8,7,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitch McGary,1992,0,-0.1,1.3,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Doleac,1977,,,,,,,,,,,,,3,-0.9,0.3,4,-0.1,1.7,4,-0.4,1.9,3,-0.2,0.6,0,-0.3,1.2,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Gooden,1981,4,-0.6,1.7,4,-0.7,1.9,6,1.8,8.5,4,0.7,6.6,6,1.1,6.5,4,-0.6,3.3,4,-0.5,2.7,4,0.0,4.4,0,0.1,1.8,4,1.1,3.6,3,-0.2,-0.1,0,0.1,1.4,0.0,0.1,1.7,3.0,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,
James Posey,1977,,,,,,,,,,2,1.7,5.4,2,4.0,10.0,5,0.9,2.3,2,1.6,4.2,2,1.8,5.2,2,2.3,6.2,2,0.9,4.2,5,0.6,2.4,5,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacque Vaughn,1975,,,,,,,,,,,,,,,,8,-0.9,2.0,7,-1.3,0.0,7,-0.9,1.8,7,-0.8,1.5,7,-0.2,1.7,7,-0.8,1.6,7,-0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Evans,1978,,,,,,,,,,5,-0.2,2.1,5,0.8,3.2,5,-0.4,2.6,5,1.4,4.9,5,0.7,3.8,5,0.4,3.1,5,-0.4,1.7,7,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Quinn,1983,7,-0.2,0.6,5,0.1,2.6,5,-0.2,2.1,7,-0.2,0.1,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Brewer,1986,8,-0.5,-0.2,7,0.1,0.3,8,0.2,1.0,8,0.3,1.1,5,0.8,2.3,2,1.1,3.9,2,2.4,5.2,8,0.5,3.1,8,-0.5,1.2,5,-0.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Young,1985,5,-0.8,1.2,5,0.3,2.9,3,-0.2,0.2,7,-0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Davies,1991,3,-0.6,0.1,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nik Stauskas,1993,5,-0.5,0.5,5,-0.7,0.5,2,-0.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Baker,1993,7,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Delaney,1989,7,-1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Ellenson,1997,3,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okaro White,1992,7,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Whitehead,1995,8,-1.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacey Augmon,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.3,1.2,8.0,-0.5,1.6,7.0,-0.2,0.7,3.0,-0.1,0.3,,,,,,,,,,,,,,,,,,
John Crotty,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Dunleavy,1980,5,0.2,1.5,2,2.2,5.2,2,1.5,4.9,2,1.1,4.2,2,1.4,5.1,1,3.1,8.5,7,0.0,0.5,5,0.0,2.3,2,1.4,4.5,5,1.1,4.4,2,0.9,4.4,2,1.8,6.5,5.0,1.1,4.1,5.0,0.0,0.9,5.0,0.0,1.5,,,,,,,,,,,,,,,,,,
Eddie Jones,1971,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,6.0,1,3.3,9.1,2,3.1,8.0,2,3.1,7.2,5.0,1.1,3.1,5.0,0.4,1.1,,,,,,,,,,,,,,,,,,,,,
Daniel Ewing,1983,7,-0.4,0.3,7,-0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Whaley,1982,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Pruitt,1986,7,-0.1,0.1,7,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Randolph,1989,4,-0.1,1.6,0,0.1,1.5,0,-0.2,0.5,0,0.1,1.1,0,0.0,0.5,0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Walker,1987,0,0.0,0.5,5,0.4,1.9,5,-0.2,1.1,5,0.1,0.9,,,,,,,5,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Crawford,1988,7,-0.5,-0.6,8,-0.2,1.1,8,0.2,1.9,8,0.1,2.8,,,,,,,5,0.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekpe Udoh,1987,0,0.0,0.7,4,0.7,2.1,4,0.5,2.7,0,-0.3,0.0,0,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Parsons,1988,2,1.7,3.4,2,3.3,7.0,2,3.2,7.6,2,2.5,5.5,2,1.8,4.3,7,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Vesely,1990,0,0.5,1.7,0,-0.1,0.7,0,0.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Williams,1991,4,-0.4,1.8,2,-0.8,3.0,4,-0.3,2.6,5,-0.5,2.1,2,-0.2,3.6,5,-0.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Hill,1991,7,0.0,0.4,2,1.0,3.5,5,0.4,2.1,2,1.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Williams,1994,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafer Alston,1976,,,,,,,,,,8,0.1,1.2,2,2.1,5.9,1,2.4,5.5,8,1.7,3.4,2,2.5,6.6,8,1.9,5.0,8,1.9,5.3,8,-0.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Cato,1974,,,,,,,,,,,,,,,,4,0.3,3.8,4,1.4,4.6,4,1.0,4.3,3,-0.4,0.3,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyronn Lue,1977,,,,,,,,,,,,,8,0.0,3.7,8,-0.4,2.1,8,-0.4,3.7,8,-0.3,2.7,8,-0.4,2.5,5,-0.3,1.2,7,-0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Mihm,1979,,,,,,,0,-0.6,0.9,4,-0.6,2.9,4,-0.1,3.6,4,0.2,4.0,,,,3,-0.3,0.0,3,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazr Mohammed,1977,,,,,,,,,,,,,3,-0.5,0.4,4,0.1,3.7,4,0.3,4.6,4,0.4,4.5,0,0.0,2.3,4,0.5,3.4,3,-0.4,0.0,4,0.3,3.6,4.0,-0.4,2.7,0.0,0.0,1.3,0.0,-0.1,1.2,0.0,-0.2,0.8,3.0,-0.1,0.1,,,,,,,,,,,,
Torraye Braggs,1976,0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andris Biedrins,1986,0,0.2,1.2,4,0.6,2.9,6,2.1,6.7,6,2.0,8.0,6,2.1,5.4,0,0.5,1.6,4,0.6,2.6,0,0.3,1.3,0,0.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Collison,1980,4,0.8,3.9,4,0.3,2.3,4,0.7,4.6,6,1.4,4.5,4,1.2,5.0,4,1.0,4.7,4,1.2,3.6,0,1.4,3.5,4,1.8,5.2,4,0.9,3.6,0,0.6,2.2,0,0.1,0.8,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Josh Smith,1985,4,0.8,2.4,6,1.9,3.6,6,3.4,4.4,6,3.7,5.8,6,2.3,4.9,6,5.4,9.3,6,3.4,6.4,6,3.5,6.8,6,2.8,4.2,6,0.9,1.1,6,1.7,2.3,5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Graham,1982,5,-0.6,1.3,5,-0.2,3.0,3,-0.4,0.3,4,-0.6,2.2,0,-0.3,1.1,7,-0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Gibson,1986,5,0.2,2.0,5,0.9,4.1,5,0.6,3.8,5,0.4,2.6,2,0.5,2.4,5,0.0,0.5,5,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Brown,1984,7,-1.2,-0.6,7,-0.6,-0.5,,,,,,,,,,,,,,,,,,,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosta Koufos,1989,0,0.1,1.3,3,-0.2,0.0,0,-0.5,0.2,0,0.6,2.7,4,1.6,6.5,4,0.4,3.5,4,0.2,3.3,4,0.3,3.5,4,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.J. Mayo,1987,1,0.9,3.4,1,1.9,5.6,2,0.4,2.4,2,1.0,3.5,1,1.7,4.2,5,-0.7,0.1,8,0.3,2.8,5,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Crabbe,1992,7,-0.1,0.1,5,0.3,1.3,2,0.7,4.3,2,0.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray McCallum,1991,7,-0.5,0.4,8,0.1,1.4,7,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben McLemore,1993,2,-0.6,0.8,2,0.8,2.5,5,-0.4,0.3,5,-0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaKarr Sampson,1993,5,-0.7,0.6,5,-1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.J. Hunter,1993,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorian Finney-Smith,1993,5,0.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antawn Jamison,1976,,,,,,,,,,,,,1,1.9,8.5,6,2.1,9.0,2,0.5,5.4,1,1.6,8.2,2,1.9,6.8,6,1.8,9.2,1,2.1,8.1,2,0.9,5.8,2.0,0.5,2.6,2.0,0.5,3.1,2.0,0.4,4.3,3.0,-0.2,0.1,,,,,,,,,,,,,,,
Lavor Postell,1978,,,,,,,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Ratliff,1973,,,,,,,,,,,,,,,,,,,,,,6,1.2,4.0,6,2.3,5.2,4,0.7,2.3,0,0.5,2.0,,,,0.0,0.2,0.8,0.0,0.4,1.4,0.0,0.3,1.4,,,,,,,,,,,,,,,,,,
Jamaal Tinsley,1978,,,,8,1.0,3.7,8,1.7,4.4,8,1.9,2.8,8,0.2,0.7,8,1.3,2.8,8,0.0,0.8,,,,7,-0.3,-0.3,,,,7,-0.4,0.1,8,-0.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pape Sow,1981,3,-0.3,0.2,0,-0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Hayes,1983,0,0.5,2.4,4,1.6,6.4,4,1.9,4.4,0,0.4,1.6,4,1.4,3.6,4,3.0,6.3,0,0.1,0.6,0,0.4,1.5,0,0.3,1.4,0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Singleton,1989,5,0.4,1.5,3,-0.3,0.5,3,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Stiemsma,1985,0,1.2,2.7,4,0.2,1.7,0,0.7,1.5,0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Kelly,1991,5,0.6,2.2,5,-0.3,0.7,3,-0.5,0.1,3,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raja Bell,1976,,,,,,,5,0.5,1.7,8,-0.3,3.7,8,0.0,2.2,2,2.8,6.8,2,2.8,5.8,2,2.2,4.5,2,0.9,3.6,,,,5,0.1,1.7,5,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwame Brown,1982,,,,4,-0.3,2.5,4,0.8,4.9,0,-0.6,0.6,4,0.2,3.6,0,0.8,1.9,0,0.0,0.6,0,0.0,1.9,0,-0.6,-0.1,4,-0.1,3.5,,,,0,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Christie,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4.2,8.9,8,2.5,5.7,8.0,0.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,
George Lynch,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.1,3.5,5,0.3,2.5,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Maggette,1979,,,,,,,,,,2,0.9,5.0,1,2.5,8.6,1,2.2,8.1,5,0.4,3.0,1,1.3,7.0,1,2.1,6.9,8,-0.2,3.3,1,0.5,6.3,8,-0.2,3.4,7.0,-0.7,0.7,7.0,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,
Curtis Borchardt,1980,3,-0.1,0.1,0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Green,1986,7,-0.2,0.5,2,-0.5,1.6,7,-0.4,-0.4,7,-0.4,0.0,,,,,,,5,0.1,1.2,5,-0.4,1.3,2,1.8,6.1,2,-0.2,1.9,5,-0.4,1.7,5,-0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Dorsey,1983,,,,3,-0.1,0.1,0,0.3,0.8,,,,,,,,,,0,0.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Smith,1991,,,,4,0.4,4.0,0,-0.1,0.2,0,0.1,0.8,0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim English,1988,7,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanual Davis,1968,,,,,,,,,,,,,,,,,,,7,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Fox,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.9,3.6,7.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Jackson,1976,,,,,,,,,,7,-0.5,0.2,,,,7,-0.1,0.2,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Jackson,1978,,,,,,,2,2.1,4.8,1,2.1,4.4,2,1.1,3.1,1,1.6,4.4,2,0.9,4.1,1,1.5,4.6,1,1.3,2.2,1,2.2,5.0,1,1.1,1.9,5,0.1,0.6,5.0,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Robert Pack,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.1,0.6,7.0,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Willis,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.4,1.6,0.0,-0.1,0.9,3.0,-0.4,0.0
Keith McLeod,1979,7,-0.3,0.2,8,-0.4,0.3,7,-1.0,0.6,7,-0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Maxiell,1983,3,-0.3,-0.2,0,0.0,1.8,4,1.4,6.3,4,0.7,4.1,4,-0.2,2.6,0,-0.6,0.5,4,-0.2,1.7,4,-0.3,1.8,3,-0.4,0.3,0,-0.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Roberson,1983,7,-0.1,0.2,7,-0.1,0.1,,,,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Douby,1984,7,-0.3,0.0,7,-0.8,0.0,7,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Johnson,1987,2,0.2,1.3,5,0.1,0.6,5,-0.7,0.0,2,1.2,1.9,2,0.3,1.7,2,1.0,2.6,5,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Plumlee,1988,3,-0.1,0.0,4,0.2,4.0,4,0.5,2.6,0,0.0,2.2,0,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luigi Datome,1987,7,-0.3,-0.1,5,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoran Dragic,1989,7,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langston Galloway,1991,5,0.3,1.3,2,0.8,3.3,5,-0.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Kilpatrick,1990,,,,5,-0.2,1.0,2,-0.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
